Rank;DokumentType;Titel;PopulærTitel;Ressort;AdministrerendeMyndighed;JournalNummer;Nummer;År;DokumentId;ACCN;Publiceringsmedie;UndtagetFraOffentliggørelse;GeografiskDækning;UnderskriftDato;PubliceretTidspunkt;SidstPubliceretTidspunkt;BekendtgørelsesDato;HistoriskDato;Historisk;RedaktionelNote;OmtryksNote;AlternativeMedierNote;AnfoerINote;HjemmelVedroerer;SenereAendringer;ÆndrerI;Tiltræder;EliUrl
C;Vejledning;Vejledning om tilskud til Biavlsprogrammet 2020-2022;;Ministeriet for Fødevarer, Landbrug og Fiskeri;Landbrugsstyrelsen;Ministeriet for Fødevarer, Landbrug og Fiskeri\nLandbrugsstyrelsen, j.nr. 21-2604-000003;9191;2021;DC000151;C20210919160;Retsinformation;;Fremgår af forskriften;20210322;20210323;20210323;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/retsinfo/2021/9191
E;Stor vejledning;"TOLDVEJLEDNING; TOLDBEHANDLING 2003  E. 1. ADRESSER";;Skatteministeriet;;;20086;2003;AN007835;E20036TT0008;Retsinformation;;Fremgår af forskriften;20030101;20080205;20080205;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/retsinfo/2003/20086
E;Stor vejledning;TOLDVEJLEDNING 2000  A.5 VAREBESTEMMELSER;;Skatteministeriet;;;20055;2000;AN006764;E20008T00007;Retsinformation;;Fremgår af forskriften;20000101;20080205;20080205;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/retsinfo/2000/20055
E;Stor vejledning;TOLDVEJLEDNING 1998   AFSNIT A.5 - VAREBESTEMMELSER;;Skatteministeriet;;;20023;1998;AN006829;E19988T00A05;Retsinformation;;Fremgår af forskriften;19980101;20080205;20080205;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/retsinfo/1998/20023
C;Vejledning;Vejledning om administration af råstofloven\nEn vejledning til regioner og kommuner;;Miljøministeriet;Naturstyrelsen;Miljømin.,\nNaturstyrelsen, j.nr. NST-;10149;2012;AL003014;C20121014960;Retsinformation;;Fremgår af forskriften;20120903;20140902;20140902;;;FALSE;;;;;A20170012429;;;;https://www.retsinformation.dk/eli/retsinfo/2012/10149
C;Meddelelse;Offentlig sygesikring for søfarende m.fl.;;Erhvervsministeriet;Søfartsstyrelsen;Ingen;60280;1984;CM025619;C19846028032;Retsinformation;;Fremgår af forskriften;19840301;19970924;20070507;;;FALSE;Bkg. i Direktoratet for søfarendes meddelelse nr. 1, 19840301;;;;A20220021029;;;;https://www.retsinformation.dk/eli/retsinfo/1984/60280
E;Stor vejledning;PERSONBESKATNING 1996   AFSNIT EI - AFSTÅELSE AF ERHVERVSVIRKSOMHED, GOODWILL OG IMMATERIELLE   RETTIGHEDER MV.;;Skatteministeriet;;;20008;1996;AN006914;E19962P00E09;Retsinformation;;Fremgår af forskriften;19960101;20080205;20080205;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/retsinfo/1996/20008
E;Stor vejledning;PERSONBESKATNING 1995   AFSNIT EI - AFSTÅELSE AF ERHVERVSVIRKSOMHED, GOODWILL OG IMMATERIELLE   RETTIGHEDER MV.;;Skatteministeriet;;;20047;1995;AN006952;E19952P00E09;Retsinformation;;Fremgår af forskriften;19950101;20080205;20080205;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/retsinfo/1995/20047
E;Stor vejledning;PERSONBESKATNING 1997   AFSNIT EI - AFSTÅELSE AF ERHVERVSVIRKSOMHED, GOODWILL OG IMMATERIELLE   RETTIGHEDER MV.;;Skatteministeriet;;;20073;1997;AN006852;E19972P00E09;Retsinformation;;Fremgår af forskriften;19970101;20080205;20080205;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/retsinfo/1997/20073
C;Vejledning;Tilsyn med landbrug;;Miljøministeriet;;Ingen;60357;1994;CM045793;C19946035760;Retsinformation;;Fremgår af forskriften;19940201;19980315;20011129;;;FALSE;(*)Nr. 3. Andre relevante love for landbrugstilsyn nr. 337 af 4-7-85 lov om vandforsyning, nr. 383 af 14-6-1993 lov om planlægning nr. 404 lov om vandløb nr. 583 af 9-7-1993 lov om kemiske stoffer og produkter.,Nr. 3;;;;A19910035830;;;;https://www.retsinformation.dk/eli/retsinfo/1994/60357
E;Stor vejledning;MOMSVEJLEDNING, TEKST 1996   AFSNIT M - REGISTRERING;;Skatteministeriet;;;20026;1996;AN006932;E19966MV0013;Retsinformation;;Fremgår af forskriften;19960101;20080205;20080205;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/retsinfo/1996/20026
C;Vejledning;Vejledning om detailhandelsplanlægning;;Indenrigs- og Boligministeriet;By- og Landskabsstyrelsen;Miljømin.,\nBy- og Landskabsstyrelsen;9290;2010;AL002234;C20100929060;Retsinformation;;Fremgår af forskriften;20100618;20100624;20100624;;;FALSE;;;;;A20200115729;;;;https://www.retsinformation.dk/eli/retsinfo/2010/9290
E;Stor vejledning;MOMSVEJLEDNING 1999  AFSNIT M REGISTRERING §§ 47-51;;Skatteministeriet;;;20061;1999;AN006801;E19996MV0013;Retsinformation;;Fremgår af forskriften;19990101;20080205;20080205;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/retsinfo/1999/20061
E;Stor vejledning;PERSONBESKATNING 1985   AFSNIT PF - IKKE ERHVERVSBETINGEDE FRADRAG;;Skatteministeriet;;;20004;1985;AN008337;E19852P00006;Retsinformation;;Fremgår af forskriften;19850101;20080205;20080205;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/retsinfo/1985/20004
A;Ændringslov;Lov om ændring af retsplejeloven og forskellige andre love\n(Politi- og domstolsreform);Politi- og domstolsreformen;Justitsministeriet;;Justitsmin., j.nr. 2006-740-0150;538;2006;AA003277;A20060053830;Lovtidende A;;Fremgår af forskriften;20060608;20060609;20160405;20060609;;FALSE;;;;;;LOV nr 547 af 24/06/2005,LOV nr 394 af 30/04/2007,LOV nr 468 af 17/06/2008,LOV nr 1262 af 16/12/2009,LOV nr 492 af 12/05/2010,DSK nr 60162 af 14/03/1989,DSK nr 11223 af 24/04/1995,LOV nr 595 af 14/06/2011,LOV nr 112 af 03/02/2012,LOV nr 848 af 01/07/2010,LOV nr 848 af 01/07/2010,LOV nr 117 af 11/02/2020;;;https://www.retsinformation.dk/eli/lta/2006/538
E;Stor vejledning;PERSONBESKATNING 1986   AFSNIT PF - IKKE ERHVERVSBETINGEDE FRADRAG;;Skatteministeriet;;;20038;1986;AN008600;E19862P00006;Retsinformation;;Fremgår af forskriften;19860101;20080205;20080205;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/retsinfo/1986/20038
C;Bestemmelse;FORSVARSKOMMANDOBESTEMMELSE p.321-1 om forsvarets arkivtjeneste.;;Forsvarsministeriet;Forsvarskommandoens Personelstab;Ingen;25085;1981;CM000564;C19812508508;Retsinformation;;Fremgår af forskriften;19810731;19970925;19970925;;;FALSE;Der er indsat en fiktiv dato af systemtekniske hensyn.,Kun år og måned for underskrivelsen er kendt.;;;;;;;;https://www.retsinformation.dk/eli/retsinfo/1981/25085
E;Stor vejledning;PERSONBESKATNING 1985   AFSNIT PL - INDKOMSTOPGØRELSEN FOR SELVSTÆNDIGE ERHVERVSDRIVENDE;;Skatteministeriet;;;20010;1985;AN008343;E19852P00012;Retsinformation;;Fremgår af forskriften;19850101;20080205;20080205;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/retsinfo/1985/20010
E;Stor vejledning;TOLDVEJLEDNING 2001  D.1 TOLDKONTROL OG TOLDBEHANDLING AF TRAFIKMIDLER OG PERSONER;;Skatteministeriet;;;20011;2001;AN008099;E20018T00029;Retsinformation;;Fremgår af forskriften;20010101;20080205;20080205;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/retsinfo/2001/20011
B;Bekendtgørelse;Bekendtgørelse om forebyggelse mod forurening fra skibe;;Erhvervsministeriet;Søfartsstyrelsen;Erhvervsmin.,\nSøfartsstyrelsen, j.nr. 2022108912;404;2022;CQ002154;B20220040405;Lovtidende A;;Fremgår af forskriften;20220330;20220331;20220331;20220331;;FALSE;;;;;A20220022129;;;;https://www.retsinformation.dk/eli/lta/2022/404
C;Cirkulære (1 sp);Cirkulære om lov om landbrugsejendomme;;Ministeriet for Fødevarer, Landbrug og Fiskeri;Jordbrugsdirektoratet, Matrikeldirektoratet, Landbrugsministeriets departement;Landbrugsmin. j. nr. 86-312-14;54;1987;CM037818;C19870005409;Ministerialtidende;;Fremgår af forskriften;19870319;19970925;20070129;19870603;;FALSE;;;;;A20200011629;;;;https://www.retsinformation.dk/eli/mt/1987/54
E;Stor vejledning;MOMSVEJLEDNING 2003  AFSNIT Y IKRAFTTRÆDELSESBESTEMMELSER;;Skatteministeriet;;;20004;2003;AN007918;E20036MV0024;Retsinformation;;Fremgår af forskriften;20030101;20080205;20080205;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/retsinfo/2003/20004
E;Stor vejledning;TOLDVEJLEDNING 1994   AFSNIT D.1 - TOLDKONTROL OG TOLDBEHANDLING AF TRAFIKMIDLER OG PERSONER;;Skatteministeriet;;;20067;1994;AN009071;E19948T00D01;Retsinformation;;Fremgår af forskriften;19940101;20080205;20080205;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/retsinfo/1994/20067
E;Stor vejledning;TOLDVEJLEDNING 1997   AFSNIT D.1 - TOLDKONTROL OG TOLDBEHANDLING AF TRAFIKMIDLER OG PERSONER;;Skatteministeriet;;;20122;1997;AN006901;E19978T00D01;Retsinformation;;Fremgår af forskriften;19970101;20080205;20080205;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/retsinfo/1997/20122
E;Stor vejledning;PERSONBESKATNING 1984   AFSNIT PL - INDKOMSTOPGØRELSEN FOR SELVSTÆNDIGE ERHVERVSDRIVENDE;;Skatteministeriet;;;20003;1984;AN007344;E19842P00012;Retsinformation;;Fremgår af forskriften;19840101;20080205;20080205;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/retsinfo/1984/20003
L;Bekendtgørelse (international);Bekendtgørelse af Geneve-protokol (1967) af 30. juni 1967 til og overenskomst af samme dato om anvendelsen af artikel VI i Den Almindelige Overenskomst om Told og Udenrigshandel.;;Udenrigsministeriet;Udenrigsministeriet;Udenrigsmin. j.nr. 97.B.6.a.;44;1968;CM030104;L19680004464;Lovtidende C;;Fremgår af forskriften;19680328;19971001;20040812;19680614;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ltc/1968/44
E;Stor vejledning;PERSONBESKATNING 1987   AFSNIT PF - IKKE ERHVERVSBETINGEDE FRADRAG;;Skatteministeriet;;;20056;1987;AN007225;E19872P00006;Retsinformation;;Fremgår af forskriften;19870101;20080205;20080205;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/retsinfo/1987/20056
E;Stor vejledning;PERSONBESKATNING 1984   AFSNIT PF - IKKE ERHVERVSBETINGEDE FRADRAG;;Skatteministeriet;;;20064;1984;AN008396;E19842P00006;Retsinformation;;Fremgår af forskriften;19840101;20080205;20080205;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/retsinfo/1984/20064
E;Stor vejledning;TOLDVEJLEDNING 2000  D.1 TOLDKONTROL OG TOLDBEHANDLING AF TRAFIKMIDLER OG PERSONER;;Skatteministeriet;;;20063;2000;AN006772;E20008T00029;Retsinformation;;Fremgår af forskriften;20000101;20080205;20080205;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/retsinfo/2000/20063
E;Stor vejledning;TOLDVEJLEDNING 1998   AFSNIT D.1 - TOLDKONTROL OG TOLDBEHANDLING AF TRAFIKMIDLER OG PERSONER;;Skatteministeriet;;;20033;1998;AN006839;E19988T00D01;Retsinformation;;Fremgår af forskriften;19980101;20080205;20080205;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/retsinfo/1998/20033
E;Stor vejledning;MOMSVEJLEDNING, TEKST 1993   AFSNIT C - MOMSPLIGTIG VIRKSOMHED OG REGISTRERING;;Skatteministeriet;;;20004;1993;AN008664;E19936MV0003;Retsinformation;;Fremgår af forskriften;19930101;20080205;20080205;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/retsinfo/1993/20004
E;Stor vejledning;PERSONBESKATNING 1989   AFSNIT PF - IKKE ERHVERVSBETINGEDE FRADRAG;;Skatteministeriet;;;20019;1989;AN008619;E19892P00006;Retsinformation;;Fremgår af forskriften;19890101;20080205;20080205;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/retsinfo/1989/20019
E;Stor vejledning;PUNKTAFGIFTSVEJLEDNING 2006  DEL F ENERGI OG KULDIOXID;;Skatteministeriet;;;20060;2006;AN007765;E20066PV0006;Retsinformation;;Fremgår af forskriften;20060101;20080205;20080205;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/retsinfo/2006/20060
E;Stor vejledning;PUNKTAFGIFTSVEJLEDNING 2007  DEL F ENERGI OG KULDIOXID;;Skatteministeriet;;;20063;2007;AN007722;E20076PV0006;Retsinformation;;Fremgår af forskriften;20070101;20080205;20080205;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/retsinfo/2007/20063
E;Stor vejledning;PERSONBESKATNING 1990   AFSNIT PF - IKKE ERHVERVSBETINGEDE FRADRAG;;Skatteministeriet;;;20097;1990;AN009012;E19902P00006;Retsinformation;;Fremgår af forskriften;19900101;20080205;20080205;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/retsinfo/1990/20097
B;Bekendtgørelse;Bekendtgørelse om klassificering og fastsættelse af mål for naturtilstanden i internationale naturbeskyttelsesområder;Målbekendtgørelsen;Miljøministeriet;Miljø- og Fødevareministeriet;Miljø- og Fødevaremin., j.nr. 2019-13670;653;2020;CK002223;B20200065305;Lovtidende A;;Fremgår af forskriften;20200519;20200521;20200521;20200521;;FALSE;;;;;A20170011929,A20190031529;;;;https://www.retsinformation.dk/eli/lta/2020/653
E;Stor vejledning;PUNKTAFGIFTSVEJLEDNING 2000  DEL F ENERGI OG KULDIOXID;;Skatteministeriet;;;20036;2000;AN006745;E20006PV0006;Retsinformation;;Fremgår af forskriften;20000101;20080205;20080205;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/retsinfo/2000/20036
E;Stor vejledning;PERSONBESKATNING 1995   AFSNIT EC - SKATTEMÆSSIGE AFSKRIVNINGER;;Skatteministeriet;;;20041;1995;AN006946;E19952P00E03;Retsinformation;;Fremgår af forskriften;19950101;20080205;20080205;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/retsinfo/1995/20041
E;Stor vejledning;PERSONBESKATNING 1993   AFSNIT EC - SKATTEMÆSSIGE AFSKRIVNINGER;;Skatteministeriet;;;20016;1993;AN008637;E19932P00E03;Retsinformation;;Fremgår af forskriften;19930101;20080205;20080205;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/retsinfo/1993/20016
E;Stor vejledning;PERSONBESKATNING 1994   AFSNIT EC - SKATTEMÆSSIGE AFSKRIVNINGER;;Skatteministeriet;;;20042;1994;AN008913;E19942P00E03;Retsinformation;;Fremgår af forskriften;19940101;20080205;20080205;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/retsinfo/1994/20042
C;Vejledning;Miljøskadelovens Skadebegreb;;Miljøministeriet;Miljøstyrelsen og By- og Landskabsstyrelsen;Miljømin.,\nMiljøstyrelsen, j.nr. 1440-00003;9439;2008;AL001854;C20080943960;Retsinformation;;Fremgår af forskriften;20080702;20080725;20080725;;;FALSE;Vejledningen er offentliggjort på Miljøstyrelsens hjemmeside som Vejledning fra Miljøstyrelsen nr. 4/2008.;;Vejledningen er offentliggjort på Miljøstyrelsens hjemmeside som Vejledning fra Miljøstyrelsen nr. 4/2008.;;A20220048229;;;;https://www.retsinformation.dk/eli/retsinfo/2008/9439
C;Cirkulære (1 sp);Cirkulære om opkrævning af indkomst- og formueskat efter kildeskatteloven;;Skatteministeriet;;Skd. 580-1001-743;135;1988;CM021030;C19880013509;Ministerialtidende;;Fremgår af forskriften;19881104;19970925;20061003;19881216;;FALSE;;;;;A20210082429;CIR nr 91 af 16/06/1995;;;https://www.retsinformation.dk/eli/mt/1988/135
E;Stor vejledning;PERSONBESKATNING 1997   AFSNIT EF - ANPARTER. KOMMANDITISTER.;;Skatteministeriet;;;20070;1997;AN006849;E19972P00E06;Retsinformation;;Fremgår af forskriften;19970101;20080205;20080205;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/retsinfo/1997/20070
E;Stor vejledning;PERSONBESKATNING 1986   AFSNIT PL - INDKOMSTOPGØRELSEN FOR SELVSTÆNDIGE ERHVERVSDRIVENDE;;Skatteministeriet;;;20044;1986;AN008606;E19862P00012;Retsinformation;;Fremgår af forskriften;19860101;20080205;20080205;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/retsinfo/1986/20044
E;Stor vejledning;MOMSVEJLEDNING 2002  AFSNIT Y IKRAFTTRÆDELSESBESTEMMELSER;;Skatteministeriet;;;20013;2002;AN007856;E20026MV0024;Retsinformation;;Fremgår af forskriften;20020101;20080205;20080205;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/retsinfo/2002/20013
E;Stor vejledning;PERSONBESKATNING 1997   AFSNIT EC - SKATTEMÆSSIGE AFSKRIVNINGER;;Skatteministeriet;;;20012;1997;AN008928;E19972P00E03;Retsinformation;;Fremgår af forskriften;19970101;20080205;20080205;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/retsinfo/1997/20012
E;Stor vejledning;PERSONBESKATNING 1996   AFSNIT EC - SKATTEMÆSSIGE AFSKRIVNINGER;;Skatteministeriet;;;20059;1996;AN008743;E19962P00E03;Retsinformation;;Fremgår af forskriften;19960101;20080205;20080205;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/retsinfo/1996/20059
E;Stor vejledning;PERSONBESKATNING 1988   AFSNIT PF - IKKE ERHVERVSBETINGEDE FRADRAG;;Skatteministeriet;;;20056;1988;AN008701;E19882P00006;Retsinformation;;Fremgår af forskriften;19880101;20080205;20080205;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/retsinfo/1988/20056
E;Stor vejledning;PERSONBESKATNING 1987   AFSNIT PC - PRINCIPPERNE FOR INDKOMSTOPGØRELSEN;;Skatteministeriet;;;20053;1987;AN007222;E19872P00003;Retsinformation;;Fremgår af forskriften;19870101;20080205;20080205;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/retsinfo/1987/20053
E;Stor vejledning;PUNKTAFGIFTSVEJLEDNING 2003  DEL F ENERGI OG KULDIOXID;;Skatteministeriet;;;20081;2003;AN007830;E20036PV0006;Retsinformation;;Fremgår af forskriften;20030101;20080205;20080205;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/retsinfo/2003/20081
E;Stor vejledning;PERSONBESKATNING 1984   AFSNIT PU - BEFORDRINGSUDGIFTER OG BEFORDRINGSGODTGØRELSER;;Skatteministeriet;;;20011;1984;AN007352;E19842P00020;Retsinformation;;Fremgår af forskriften;19840101;20080205;20080205;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/retsinfo/1984/20011
E;Stor vejledning;PERSONBESKATNING 1986   AFSNIT PU - BEFORDRINGSUDGIFTER OG BEFORDRINGSGODTGØRELSER;;Skatteministeriet;;;20028;1986;AN007283;E19862P00020;Retsinformation;;Fremgår af forskriften;19860101;20080205;20080205;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/retsinfo/1986/20028
E;Stor vejledning;PERSONBESKATNING 1990   AFSNIT PP - SELVANGIVELSESPLIGT OG OPLYSNINGSPLIGT;;Skatteministeriet;;;20003;1990;AN007105;E19902P00016;Retsinformation;;Fremgår af forskriften;19900101;20080205;20080205;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/retsinfo/1990/20003
E;Stor vejledning;PERSONBESKATNING 1987   AFSNIT PU - BEFORDRINGSUDGIFTER OG BEFORDRINGSGODTGØRELSER;;Skatteministeriet;;;20021;1987;AN008470;E19872P00020;Retsinformation;;Fremgår af forskriften;19870101;20080205;20080205;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/retsinfo/1987/20021
E;Stor vejledning;PERSONBESKATNING 1994   AFSNIT ED - HENLÆGGELSER;;Skatteministeriet;;;20043;1994;AN008914;E19942P00E04;Retsinformation;;Fremgår af forskriften;19940101;20080205;20080205;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/retsinfo/1994/20043
E;Stor vejledning;PERSONBESKATNING 1993   AFSNIT EB - INDKOMSTOPGØRELSE FOR SELVSTÆNDIGE ERHVERVSDRIVENDE;;Skatteministeriet;;;20015;1993;AN008636;E19932P00E02;Retsinformation;;Fremgår af forskriften;19930101;20080205;20080205;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/retsinfo/1993/20015
E;Stor vejledning;PERSONBESKATNING 1985   AFSNIT PU - BEFORDRINGSUDGIFTER OG BEFORDRINGSGODTGØRELSER;;Skatteministeriet;;;20037;1985;AN007318;E19852P00020;Retsinformation;;Fremgår af forskriften;19850101;20080205;20080205;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/retsinfo/1985/20037
E;Stor vejledning;PERSONBESKATNING 1991   AFSNIT AL - SELVANGIVELSESPLIGT OG OPLYSNINGSPLIGT;;Skatteministeriet;;;20036;1991;AN007069;E19912P00A12;Retsinformation;;Fremgår af forskriften;19910101;20080205;20080205;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/retsinfo/1991/20036
E;Stor vejledning;PERSONBESKATNING 1993   AFSNIT ED - HENLÆGGELSER;;Skatteministeriet;;;20017;1993;AN008638;E19932P00E04;Retsinformation;;Fremgår af forskriften;19930101;20080205;20080205;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/retsinfo/1993/20017
E;Stor vejledning;PERSONBESKATNING 1992   AFSNIT AL - SELVANGIVELSESPLIGT OG OPLYSNINGSPLIGT;;Skatteministeriet;;;20052;1992;AN008695;E19922P00A12;Retsinformation;;Fremgår af forskriften;19920101;20080205;20080205;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/retsinfo/1992/20052
E;Stor vejledning;MOMSVEJLEDNING, TEKST 1995   AFSNIT J - FRADRAG;;Skatteministeriet;;;20003;1995;AN008855;E19956MV0010;Retsinformation;;Fremgår af forskriften;19950101;20080205;20080205;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/retsinfo/1995/20003
E;Stor vejledning;PERSONBESKATNING 1988   AFSNIT PL - INDKOMSTOPGØRELSEN FOR SELVSTÆNDIGE ERHVERVSDRIVENDE;;Skatteministeriet;;;20062;1988;AN008707;E19882P00012;Retsinformation;;Fremgår af forskriften;19880101;20080205;20080205;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/retsinfo/1988/20062
E;Stor vejledning;PERSONBESKATNING 1987   AFSNIT PL - INDKOMSTOPGØRELSEN FOR SELVSTÆNDIGE ERHVERVSDRIVENDE;;Skatteministeriet;;;20013;1987;AN008462;E19872P00012;Retsinformation;;Fremgår af forskriften;19870101;20080205;20080205;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/retsinfo/1987/20013
E;Stor vejledning;PERSONBESKATNING 1995   AFSNIT EB - INDKOMSTOPGØRELSE FOR SELVSTÆNDIGE ERHVERVSDRIVENDE;;Skatteministeriet;;;20040;1995;AN006945;E19952P00E02;Retsinformation;;Fremgår af forskriften;19950101;20080205;20080205;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/retsinfo/1995/20040
E;Stor vejledning;PERSONBESKATNING 1994   AFSNIT EB - INDKOMSTOPGØRELSE FOR SELVSTÆNDIGE ERHVERVSDRIVENDE;;Skatteministeriet;;;20041;1994;AN008912;E19942P00E02;Retsinformation;;Fremgår af forskriften;19940101;20080205;20080205;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/retsinfo/1994/20041
E;Stor vejledning;PERSONBESKATNING 1997   AFSNIT EB -INDKOMSTOPGØRELSE FOR SELVSTÆNDIGT ERHVERVSDRIVENDE;;Skatteministeriet;;;20011;1997;AN008927;E19972P00E02;Retsinformation;;Fremgår af forskriften;19970101;20080205;20080205;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/retsinfo/1997/20011
E;Stor vejledning;PERSONBESKATNING 1996   AFSNIT EB - INDKOMSTOPGØRELSE FOR SELVSTÆNDIGE ERHVERVSDRIVENDE;;Skatteministeriet;;;20058;1996;AN008742;E19962P00E02;Retsinformation;;Fremgår af forskriften;19960101;20080205;20080205;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/retsinfo/1996/20058
E;Stor vejledning;MOMSVEJLEDNING, TEKST 1996   AFSNIT J - FRADRAG;;Skatteministeriet;;;20023;1996;AN006929;E19966MV0010;Retsinformation;;Fremgår af forskriften;19960101;20080205;20080205;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/retsinfo/1996/20023
E;Stor vejledning;PERSONBESKATNING 1993   AFSNIT AL - SELVANGIVELSESPLIGT OG OPLYSNINGSPLIGT;;Skatteministeriet;;;20038;1993;AN007017;E19932P00A12;Retsinformation;;Fremgår af forskriften;19930101;20080205;20080205;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/retsinfo/1993/20038
E;Stor vejledning;STEMPELAFGIFTSVEJLEDNING 1995   ALMINDELIG DEL;;Skatteministeriet;;;20066;1995;AN006971;E19959W00001;Retsinformation;;Fremgår af forskriften;19950101;20080205;20080205;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/retsinfo/1995/20066
E;Stor vejledning;MOMSVEJLEDNING 1998  AFSNIT J FRADRAG;;Skatteministeriet;;;20018;1998;AN006824;E19986MV0010;Retsinformation;;Fremgår af forskriften;19980101;20080205;20080205;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/retsinfo/1998/20018
E;Stor vejledning;MOMSVEJLEDNING, TEKST 1997   AFSNIT J - FRADRAG;;Skatteministeriet;;;20104;1997;AN006883;E19976MV0010;Retsinformation;;Fremgår af forskriften;19970101;20080205;20080205;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/retsinfo/1997/20104
E;Stor vejledning;PERSONBESKATNING 1994   AFSNIT AL - SELVANGIVELSESPLIGT OG OPLYSNINGSPLIGT;;Skatteministeriet;;;20039;1994;AN008910;E19942P00A12;Retsinformation;;Fremgår af forskriften;19940101;20080205;20080205;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/retsinfo/1994/20039
E;Stor vejledning;PERSONBESKATNING 1990   AFSNIT PL - INDKOMSTOPGØRELSEN FOR SELVSTÆNDIGE ERHVERVSDRIVENDE;;Skatteministeriet;;;20103;1990;AN009018;E19902P00012;Retsinformation;;Fremgår af forskriften;19900101;20080205;20080205;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/retsinfo/1990/20103
E;Stor vejledning;PERSONBESKATNING 1989   AFSNIT PL - INDKOMSTOPGØRELSEN FOR SELVSTÆNDIGE ERHVERVSDRIVENDE;;Skatteministeriet;;;20025;1989;AN007157;E19892P00012;Retsinformation;;Fremgår af forskriften;19890101;20080205;20080205;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/retsinfo/1989/20025
E;Stor vejledning;PUNKTAFGIFTSVEJLEDNING 2000  DEL G MILJØAFGIFTER;;Skatteministeriet;;;20037;2000;AN006746;E20006PV0007;Retsinformation;;Fremgår af forskriften;20000101;20080205;20080205;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/retsinfo/2000/20037
